"","found_taxa","hakai_all","mifishlist","ednaasv","npfish"
"8692","Sarcocheilichthys biwaensis",0,1,0,0
"8693","Sarcocheilichthys hainanensis",0,1,0,0
"8694","Sarcocheilichthys nigripinnis",0,1,0,0
"8695","Sarcocheilichthys soldatovi",0,1,0,0
"8696","Sarcocheilichthys variegatus",0,1,0,0
"8697","Sarcoglanis simplex",0,1,0,0
"8698","Sarda chiliensis",0,1,0,0
"8699","Sarda orientalis",0,1,0,0
"8700","Sarda sarda",0,1,0,0
"8701","Sardina pilchardus",0,1,0,0
"8702","Sardinella albella",0,1,0,0
"8703","Sardinella atricauda",0,1,0,0
"8704","Sardinella aurita",0,1,0,0
"8705","Sardinella brachysoma",0,1,0,0
"8706","Sardinella fimbriata",0,1,0,0
"8707","Sardinella gibbosa",0,1,0,0
"8708","Sardinella goni",0,1,0,0
"8709","Sardinella hualiensis",0,1,0,0
"8710","Sardinella jussieu",0,1,0,0
"8711","Sardinella lemuru",0,1,0,0
"8712","Sardinella longiceps",0,1,0,0
"8713","Sardinella marquesensis",0,1,0,0
"8714","Sardinella melanura",0,1,0,0
"8715","Sardinella zunasi",0,1,0,0
"8716","Sargocentron caudimaculatum",0,1,0,0
"8717","Sargocentron cornutum",0,1,0,0
"8718","Sargocentron coruscum",0,1,0,0
"8719","Sargocentron diadema",0,1,0,0
"8720","Sargocentron dorsomaculatum",0,1,0,0
"8721","Sargocentron ensifer",0,1,0,0
"8722","Sargocentron ittodai",0,1,0,0
"8723","Sargocentron melanospilos",0,1,0,0
"8724","Sargocentron microstoma",0,1,0,0
"8725","Sargocentron praslin",0,1,0,0
"8726","Sargocentron punctatissimum",0,1,0,0
"8727","Sargocentron rubrum",0,1,0,0
"8728","Sargocentron spiniferum",0,1,0,0
"8729","Sargocentron tiere",0,1,0,0
"8730","Sargocentron tiereoides",0,1,0,0
"8731","Sargocentron violaceum",0,1,0,0
"8732","Sarotherodon caudomarginatus",0,1,0,0
"8733","Sarotherodon galilaeus",0,1,0,0
"8734","Sarotherodon lohbergeri",0,1,0,0
"8735","Sarotherodon melanotheron",0,1,0,0
"8736","Sarotherodon mvogoi",0,1,0,0
"8737","Sarpa salpa",0,1,0,0
"8738","Sarritor frenatus",0,1,0,0
"8739","Sarritor leptorhynchus",0,1,0,0
"8740","Satanoperca acuticeps",0,1,0,0
"8741","Satanoperca jurupari",0,1,0,0
"8742","Satanoperca lilith",0,1,0,0
"8743","Satanoperca pappaterra",0,1,0,0
"8744","Satyrichthys laticeps",0,1,0,0
"8745","Satyrichthys moluccensis",0,1,0,0
"8746","Satyrichthys welchi",0,1,0,0
"8747","Saurenchelys fierasfer",0,1,0,0
"8748","Saurida argentea",0,1,0,0
"8749","Saurida elongata",0,1,0,0
"8750","Saurida gracilis",0,1,0,0
"8751","Saurida isarankurai",0,1,0,0
"8752","Saurida macrolepis",0,1,0,0
"8753","Saurida micropectoralis",0,1,0,0
"8754","Saurida normani",0,1,0,0
"8755","Saurida tumbil",0,1,0,0
"8756","Saurida umeyoshii",0,1,0,0
"8757","Saurida undosquamis",0,1,0,0
"8758","Saurida wanieso",0,1,0,0
"8759","Saurogobio dabryi",0,1,0,0
"8760","Saurogobio gracilicaudatus",0,1,0,0
"8761","Saurogobio gymnocheilus",0,1,0,0
"8762","Saurogobio immaculatus",0,1,0,0
"8763","Saurogobio lissilabris",0,1,0,0
"8764","Sauvagella madagascariensis",0,1,0,0
"8765","Sauvagella robusta",0,1,0,0
"8766","Scalicus engyceros",0,1,0,0
"8767","Scalicus hians",0,1,0,0
"8768","Scalicus orientalis",0,1,0,0
"8769","Scalicus serrulatus",0,1,0,0
"8770","Scaphiodonichthys acanthopterus",0,1,0,0
"8771","Scaphirhynchus albus",0,1,0,0
"8772","Scaphirhynchus platorynchus",0,1,0,0
"8773","Scaphirhynchus suttkusi",0,1,0,0
"8774","Scaphognathops bandanensis",0,1,0,0
"8775","Scaphognathops stejnegeri",0,1,0,0
"8776","Scardinius erythrophthalmus",0,1,0,0
"8777","Scardinius hesperidicus",0,1,0,0
"8778","Scartelaos histophorus",0,1,0,0
"8779","Scartella caboverdiana",0,1,0,0
"8780","Scartella cristata",0,1,0,0
"8781","Scartella emarginata",0,1,0,0
"8782","Scartella itajobi",0,1,0,0
"8783","Scarus altipinnis",0,1,0,0
"8784","Scarus chameleon",0,1,0,0
"8785","Scarus coelestinus",0,1,0,0
"8786","Scarus collana",0,1,0,0
"8787","Scarus dimidiatus",0,1,0,0
"8788","Scarus ferrugineus",0,1,0,0
"8789","Scarus festivus",0,1,0,0
"8790","Scarus flavipectoralis",0,1,0,0
"8791","Scarus forsteni",0,1,0,0
"8792","Scarus frenatus",0,1,0,0
"8793","Scarus fuscocaudalis",0,1,0,0
"8794","Scarus ghobban",0,1,0,0
"8795","Scarus globiceps",0,1,0,0
"8796","Scarus guacamaia",0,1,0,0
"8797","Scarus hoefleri",0,1,0,0
"8798","Scarus hypselopterus",0,1,0,0
"8799","Scarus iseri",0,1,0,0
"8800","Scarus koputea",0,1,0,0
"8801","Scarus niger",0,1,0,0
"8802","Scarus obishime",0,1,0,0
"8803","Scarus oviceps",0,1,0,0
"8804","Scarus ovifrons",0,1,0,0
"8805","Scarus perrico",0,1,0,0
"8806","Scarus persicus",0,1,0,0
"8807","Scarus prasiognathos",0,1,0,0
"8808","Scarus psittacus",0,1,0,0
"8809","Scarus quoyi",0,1,0,0
"8810","Scarus rivulatus",0,1,0,0
"8811","Scarus rubroviolaceus",0,1,0,0
"8812","Scarus schlegeli",0,1,0,0
"8813","Scarus spinus",0,1,0,0
"8814","Scarus taeniopterus",0,1,0,0
"8815","Scarus tricolor",0,1,0,0
"8816","Scarus vetula",0,1,0,0
"8817","Scarus xanthopleura",0,1,0,0
"8818","Scarus zufar",0,1,0,0
"8819","Scatophagus argus",0,1,0,0
"8820","Scatophagus tetracanthus",0,1,0,0
"8821","Scaturiginichthys vermeilipinnis",0,1,0,0
"8822","Schedophilus medusophagus",0,1,0,0
"8823","Schedophilus velaini",0,1,0,0
"8824","Schilbe grenfelli",0,1,0,0
"8825","Schilbe intermedius",0,1,0,0
"8826","Schilbe mystus",0,1,0,0
"8827","Schilbe uranoscopus",0,1,0,0
"8828","Schilbe yangambianus",0,1,0,0
"8829","Schindleria pietschmanni",0,1,0,0
"8830","Schindleria praematura",0,1,0,0
"8831","Schismatogobius saurii",0,1,0,0
"8832","Schistura bachmaensis",0,1,0,0
"8833","Schistura balteata",0,1,0,0
"8834","Schistura fasciolata",0,1,0,0
"8835","Schistura multifasciata",0,1,0,0
"8836","Schistura nebeshwari",0,1,0,0
"8837","Schistura reticulata",0,1,0,0
"8838","Schistura savona",0,1,0,0
"8839","Schistura scaturigina",0,1,0,0
"8840","Schistura semiarmata",0,1,0,0
"8841","Schistura sijuensis",0,1,0,0
"8842","Schistura sikmaiensis",0,1,0,0
"8843","Schizodon fasciatus",0,1,0,0
"8844","Schizodon knerii",0,1,0,0
"8845","Schizodon nasutus",0,1,0,0
"8846","Schizopygopsis malacanthus",0,1,0,0
"8847","Schizothorax argentatus",0,1,0,0
"8848","Schizothorax chongi",0,1,0,0
"8849","Schizothorax curvifrons",0,1,0,0
"8850","Schizothorax oconnori",0,1,0,0
"8851","Schizothorax plagiostomus",0,1,0,0
"8852","Schizothorax progastus",0,1,0,0
"8853","Schizothorax pseudoaksaiensis",0,1,0,0
"8854","Schizothorax richardsonii",0,1,0,0
"8855","Schizothorax waltoni",0,1,0,0
"8856","Schultzidia johnstonensis",0,1,0,0
"8857","Sciades couma",0,1,0,0
"8858","Sciades dowii",0,1,0,0
"8859","Sciades herzbergii",0,1,0,0
"8860","Sciades parkeri",0,1,0,0
"8861","Sciades passany",0,1,0,0
"8862","Sciades proops",0,1,0,0
"8863","Sciades sona",0,1,0,0
"8864","Sciaena umbra",0,1,0,0
"8865","Sciaenochromis fryeri",0,1,0,0
"8866","Sciaenops ocellatus",0,1,0,0
"8867","Scleromystax barbatus",0,1,0,0
"8868","Scleromystax macropterus",0,1,0,0
"8869","Scleromystax prionotos",0,1,0,0
"8870","Scleronema minutum",0,1,0,0
"8871","Scleropages formosus",0,1,0,0
"8872","Scleropages leichardti",0,1,0,0
"8873","Scolecenchelys aoki",0,1,0,0
"8874","Scolecenchelys fuscogularis",0,1,0,0
"8875","Scolecenchelys gymnota",0,1,0,0
"8876","Scolecenchelys macroptera",0,1,0,0
"8877","Scoliodon laticaudus",0,1,0,0
"8878","Scoliodon macrorhynchos",0,1,0,0
"8879","Scolopsis affinis",0,1,0,0
"8880","Scolopsis bilineata",0,1,0,0
"8881","Scolopsis ciliata",0,1,0,0
"8882","Scolopsis japonica",0,1,0,0
"8883","Scolopsis lineata",0,1,0,0
"8884","Scolopsis margaritifera",0,1,0,0
"8885","Scolopsis monogramma",0,1,0,0
"8886","Scolopsis taenioptera",0,1,0,0
"8887","Scolopsis vosmeri",0,1,0,0
"8888","Scolopsis xenochrous",0,1,0,0
"8889","Scomber australasicus",0,1,0,0
"8890","Scomber colias",0,1,0,0
"8891","Scomber japonicus",0,1,1,1
"8892","Scomber scombrus",0,1,0,0
"8893","Scomberesox saurus",0,1,0,0
"8894","Scomberoides commersonnianus",0,1,0,0
"8895","Scomberoides lysan",0,1,0,0
"8896","Scomberoides tala",0,1,0,0
"8897","Scomberoides tol",0,1,0,0
"8898","Scomberomorus cavalla",0,1,0,0
"8899","Scomberomorus commerson",0,1,0,0
"8900","Scomberomorus concolor",0,1,0,0
"8901","Scomberomorus guttatus",0,1,0,0
"8902","Scomberomorus maculatus",0,1,0,0
"8903","Scomberomorus niphonius",0,1,0,0
"8904","Scomberomorus plurilineatus",0,1,0,0
"8905","Scomberomorus queenslandicus",0,1,0,0
"8906","Scomberomorus regalis",0,1,0,0
"8907","Scomberomorus sierra",0,1,0,0
"8908","Scomberomorus sinensis",0,1,0,0
"8909","Scomberomorus tritor",0,1,0,0
"8910","Scombrolabrax heterolepis",0,1,0,0
"8911","Scombrops boops",0,1,0,0
"8912","Scombrops gilberti",0,1,0,0
"8913","Scopaeocharax atopodus",0,1,0,0
"8914","Scopelarchoides danae",0,1,0,0
"8915","Scopelarchus analis",0,1,0,0
"8916","Scopelarchus guentheri",0,1,0,0
"8917","Scopelarchus michaelsarsi",0,1,0,0
"8918","Scopelengys tristis",0,1,0,0
"8919","Scopeloberyx maxillaris",0,1,0,0
"8920","Scopeloberyx robustus",0,1,0,0
"8921","Scopeloberyx rossicus",0,1,0,0
"8922","Scopelogadus beanii",0,1,0,0
"8923","Scopelogadus bispinosus",0,1,0,0
"8924","Scopelogadus mizolepis",0,1,0,0
"8925","Scopelosaurus harryi",0,1,0,1
"8926","Scopelosaurus hoedti",0,1,0,0
"8927","Scopelosaurus lepidus",0,1,0,0
"8928","Scophthalmus aquosus",0,1,0,0
"8929","Scophthalmus maximus",0,1,0,0
"8930","Scophthalmus rhombus",0,1,0,0
"8931","Scorpaena brasiliensis",0,1,0,0
"8932","Scorpaena guttata",0,1,0,0
"8933","Scorpaena miostoma",0,1,0,0
"8934","Scorpaena mystes",0,1,0,0
"8935","Scorpaena neglecta",0,1,0,0
"8936","Scorpaena notata",0,1,0,0
"8937","Scorpaena onaria",0,1,0,0
"8938","Scorpaena papillosa",0,1,0,0
"8939","Scorpaena pepo",0,1,0,0
"8940","Scorpaena plumieri",0,1,0,0
"8941","Scorpaena porcus",0,1,0,0
"8942","Scorpaena regina",0,1,0,0
"8943","Scorpaena scrofa",0,1,0,0
"8944","Scorpaenodes albaiensis",0,1,0,0
"8945","Scorpaenodes arenai",0,1,0,0
"8946","Scorpaenodes evides",0,1,0,0
"8947","Scorpaenodes guamensis",0,1,0,0
"8948","Scorpaenodes hirsutus",0,1,0,0
"8949","Scorpaenodes kelloggi",0,1,0,0
"8950","Scorpaenodes minor",0,1,0,0
"8951","Scorpaenodes parvipinnis",0,1,0,0
"8952","Scorpaenodes quadrispinosus",0,1,0,0
"8953","Scorpaenodes scaber",0,1,0,0
"8954","Scorpaenodes tredecimspinosus",0,1,0,0
"8955","Scorpaenodes varipinnis",0,1,0,0
"8956","Scorpaenodes xyris",0,1,0,0
"8957","Scorpaenopsis cirrosa",0,1,0,0
"8958","Scorpaenopsis diabolus",0,1,0,0
"8959","Scorpaenopsis macrochir",0,1,0,0
"8960","Scorpaenopsis neglecta",0,1,0,0
"8961","Scorpaenopsis orientalis",0,1,0,0
"8962","Scorpaenopsis oxycephalus",0,1,0,0
"8963","Scorpaenopsis papuensis",0,1,0,0
"8964","Scorpaenopsis possi",0,1,0,0
"8965","Scorpaenopsis ramaraoi",0,1,0,0
"8966","Scorpaenopsis venosa",0,1,0,0
"8967","Scorpaenopsis vittapinna",0,1,0,0
"8968","Scorpis lineolata",0,1,0,0
"8969","Scorpis violacea",0,1,0,0
"8970","Scortum barcoo",0,1,0,0
"8971","Scortum hillii",0,1,0,0
"8972","Scriptaphyosemion banforense",0,1,0,0
"8973","Scriptaphyosemion bertholdi",0,1,0,0
"8974","Scriptaphyosemion brueningi",0,1,0,0
"8975","Scriptaphyosemion chaytori",0,1,0,0
"8976","Scriptaphyosemion etzeli",0,1,0,0
"8977","Scriptaphyosemion geryi",0,1,0,0
"8978","Scriptaphyosemion guignardi",0,1,0,0
"8979","Scriptaphyosemion liberiense",0,1,0,0
"8980","Scriptaphyosemion nigrifluvi",0,1,0,0
"8981","Scriptaphyosemion roloffi",0,1,0,0
"8982","Scriptaphyosemion schmitti",0,1,0,0
"8983","Scyliorhinus canicula",0,1,0,0
"8984","Scyliorhinus retifer",0,1,0,0
"8985","Scyliorhinus stellaris",0,1,0,0
"8986","Scyliorhinus torazame",0,1,0,0
"8987","Scymnodon ichiharai",0,1,0,0
"8988","Searsia koefoedi",0,1,0,0
"8989","Sebastapistes cyanostigma",0,1,0,0
"8990","Sebastapistes fowleri",0,1,0,0
"8991","Sebastapistes mauritiana",0,1,0,0
"8992","Sebastapistes strongia",0,1,0,0
"8993","Sebastapistes tinkhami",0,1,0,0
"8994","Sebastes aleutianus",0,1,0,1
"8995","Sebastes alutus",0,1,0,1
"8996","Sebastes atrovirens",0,1,0,0
"8997","Sebastes auriculatus",0,1,0,1
"8998","Sebastes aurora",0,1,0,1
"8999","Sebastes babcocki",0,1,0,1
"9000","Sebastes baramenuke",0,1,0,0
"9001","Sebastes borealis",0,1,0,1
"9002","Sebastes capensis",0,1,0,0
"9003","Sebastes carnatus",0,1,0,1
"9004","Sebastes cheni",0,1,0,0
"9005","Sebastes chlorostictus",0,1,0,1
"9006","Sebastes chrysomelas",0,1,0,1
"9007","Sebastes constellatus",0,1,0,0
"9008","Sebastes cortezi",0,1,0,0
"9009","Sebastes crameri",0,1,0,1
"9010","Sebastes dallii",0,1,0,0
"9011","Sebastes diploproa",0,1,0,1
"9012","Sebastes elongatus",0,1,0,1
"9013","Sebastes emphaeus",0,1,0,1
"9014","Sebastes ensifer",0,1,0,0
"9015","Sebastes entomelas",0,1,1,1
"9016","Sebastes eos",0,1,0,0
"9017","Sebastes exsul",0,1,0,0
"9018","Sebastes fasciatus",0,1,0,0
"9019","Sebastes flammeus",0,1,0,0
"9020","Sebastes gilli",0,1,0,0
"9021","Sebastes glaucus",0,1,0,0
"9022","Sebastes goodei",0,1,0,1
"9023","Sebastes helvomaculatus",0,1,0,1
"9024","Sebastes hopkinsi",0,1,0,0
"9025","Sebastes hubbsi",0,1,0,0
"9026","Sebastes inermis",0,1,0,0
"9027","Sebastes iracundus",0,1,0,0
"9028","Sebastes itinus",0,1,0,0
"9029","Sebastes jordani",0,1,0,1
"9030","Sebastes joyneri",0,1,0,0
"9031","Sebastes kiyomatsui",0,1,0,0
"9032","Sebastes koreanus",0,1,0,0
"9033","Sebastes lentiginosus",0,1,0,0
"9034","Sebastes levis",0,1,0,0
"9035","Sebastes longispinis",0,1,0,0
"9036","Sebastes macdonaldi",0,1,0,0
"9037","Sebastes matsubarai",0,1,0,0
"9038","Sebastes melanosema",0,1,0,0
"9039","Sebastes melanostictus",0,1,0,1
"9040","Sebastes melanostomus",0,1,0,1
"9041","Sebastes mentella",0,1,0,0
"9042","Sebastes minor",0,1,0,0
"9043","Sebastes moseri",0,1,0,0
"9044","Sebastes mystinus",0,1,0,1
"9045","Sebastes nigrocinctus",0,1,0,1
"9046","Sebastes nivosus",0,1,0,0
"9047","Sebastes norvegicus",0,1,0,0
"9048","Sebastes notius",0,1,0,0
"9049","Sebastes nudus",0,1,0,0
"9050","Sebastes oblongus",0,1,0,0
"9051","Sebastes oculatus",0,1,0,0
"9052","Sebastes ovalis",0,1,0,0
"9053","Sebastes owstoni",0,1,0,0
"9054","Sebastes pachycephalus",0,1,0,0
"9055","Sebastes peduncularis",0,1,0,0
"9056","Sebastes phillipsi",0,1,0,0
"9057","Sebastes polyspinis",0,1,0,1
"9058","Sebastes proriger",0,1,0,1
"9059","Sebastes rastrelliger",0,1,0,1
"9060","Sebastes reedi",0,1,0,1
"9061","Sebastes rosaceus",0,1,0,1
"9062","Sebastes rosenblatti",0,1,0,0
"9063","Sebastes ruberrimus",0,1,0,1
"9064","Sebastes rubrivinctus",0,1,0,0
"9065","Sebastes rufinanus",0,1,0,0
"9066","Sebastes rufus",0,1,0,0
"9067","Sebastes saxicola",0,1,0,1
"9068","Sebastes schlegelii",0,1,0,0
"9069","Sebastes scythropus",0,1,0,0
"9070","Sebastes semicinctus",0,1,0,0
"9071","Sebastes serranoides",0,1,0,0
"9072","Sebastes serriceps",0,1,0,0
"9073","Sebastes simulator",0,1,0,0
"9074","Sebastes sinensis",0,1,0,0
"9075","Sebastes spinorbis",0,1,0,0
"9076","Sebastes steindachneri",0,1,0,0
"9077","Sebastes taczanowskii",0,1,0,0
"9078","Sebastes thompsoni",0,1,0,0
"9079","Sebastes trivittatus",0,1,0,0
"9080","Sebastes umbrosus",0,1,0,0
"9081","Sebastes variabilis",0,1,0,1
"9082","Sebastes variegatus",0,1,0,1
"9083","Sebastes ventricosus",0,1,0,0
"9084","Sebastes viviparus",0,1,0,0
"9085","Sebastes vulpes",0,1,0,0
"9086","Sebastes wakiyai",0,1,0,0
"9087","Sebastes wilsoni",0,1,0,1
"9088","Sebastes zacentrus",0,1,0,1
"9089","Sebastes zonatus",0,1,0,0
"9090","Sebastiscus albofasciatus",0,1,0,0
"9091","Sebastiscus marmoratus",0,1,0,0
"9092","Sebastiscus tertius",0,1,0,0
"9093","Sebastiscus vibrantus",0,1,0,0
"9094","Sebastolobus alascanus",0,1,0,1
"9095","Sebastolobus altivelis",0,1,0,0
"9096","Sebastolobus macrochir",0,1,0,0
"9097","Sedercypris calidus",0,1,0,0
"9098","Selar boops",0,1,0,0
"9099","Selar crumenophthalmus",0,1,0,0
"9100","Selaroides leptolepis",0,1,0,0
"9101","Selenanthias analis",0,1,0,0
"9102","Selene brevoortii",0,1,0,0
"9103","Selene peruviana",0,1,0,0
"9104","Selene setapinnis",0,1,0,0
"9105","Selene vomer",0,1,0,0
"9106","Selenotoca multifasciata",0,1,0,0
"9107","Semaprochilodus insignis",0,1,0,0
"9108","Semaprochilodus kneri",0,1,0,0
"9109","Semaprochilodus taeniurus",0,1,0,0
"9110","Semicossyphus reticulatus",0,1,0,0
"9111","Semotilus atromaculatus",0,1,0,0
"9112","Semotilus corporalis",0,1,0,0
"9113","Semotilus thoreauianus",0,1,0,0
"9114","Seriola dumerili",0,1,0,0
"9115","Seriola lalandi",0,1,0,0
"9116","Seriola quinqueradiata",0,1,0,0
"9117","Seriola rivoliana",0,1,0,0
"9118","Seriola zonata",0,1,0,0
"9119","Seriolella brama",0,1,0,0
"9120","Seriolella punctata",0,1,0,0
"9121","Seriolina nigrofasciata",0,1,0,0
"9122","Seriphus politus",0,1,0,1
"9123","Serranocirrhitus latus",0,1,0,0
"9124","Serranus accraensis",0,1,0,0
"9125","Serranus atricauda",0,1,0,0
"9126","Serranus baldwini",0,1,0,0
"9127","Serranus cabrilla",0,1,0,0
"9128","Serranus hepatus",0,1,0,0
"9129","Serranus phoebe",0,1,0,0
"9130","Serranus scriba",0,1,0,0
"9131","Serranus tabacarius",0,1,0,0
"9132","Serranus tigrinus",0,1,0,0
"9133","Serrapinnus heterodon",0,1,0,0
"9134","Serrapinnus kriegi",0,1,0,0
"9135","Serrapinnus piaba",0,1,0,0
"9136","Serrasalmus altuvei",0,1,0,0
"9137","Serrasalmus brandtii",0,1,0,0
"9138","Serrasalmus eigenmanni",0,1,0,0
"9139","Serrasalmus elongatus",0,1,0,0
"9140","Serrasalmus gouldingi",0,1,0,0
"9141","Serrasalmus irritans",0,1,0,0
"9142","Serrasalmus maculatus",0,1,0,0
"9143","Serrasalmus manueli",0,1,0,0
"9144","Serrasalmus marginatus",0,1,0,0
"9145","Serrasalmus medinai",0,1,0,0
"9146","Serrasalmus rhombeus",0,1,0,0
"9147","Serrasalmus serrulatus",0,1,0,0
"9148","Serrasalmus spilopleura",0,1,0,0
"9149","Serrivomer beanii",0,1,0,0
"9150","Serrivomer jesperseni",0,1,0,0
"9151","Serrivomer sector",0,1,0,0
"9152","Setarches guentheri",0,1,0,0
"9153","Setarches longimanus",0,1,0,0
"9154","Setipinna breviceps",0,1,0,0
"9155","Setipinna melanochir",0,1,0,0
"9156","Setipinna phasa",0,1,0,0
"9157","Setipinna taty",0,1,0,0
"9158","Setipinna tenuifilis",0,1,0,0
"9159","Sicamugil hamiltonii",0,1,0,0
"9160","Sicyases sanguineus",0,1,0,0
"9161","Sicydium salvini",0,1,0,0
"9162","Sicyopterus japonicus",0,1,0,0
"9163","Sicyopterus lagocephalus",0,1,0,0
"9164","Sicyopterus longifilis",0,1,0,0
"9165","Sicyopterus pugnans",0,1,0,0
"9166","Sicyopterus squamosissimus",0,1,0,0
"9167","Sicyopterus stimpsoni",0,1,0,0
"9168","Sicyopus zosterophorus",0,1,0,0
"9169","Sierrathrissa leonensis",0,1,0,0
"9170","Siganus argenteus",0,1,0,0
"9171","Siganus canaliculatus",0,1,0,0
"9172","Siganus corallinus",0,1,0,0
"9173","Siganus doliatus",0,1,0,0
"9174","Siganus fuscescens",0,1,0,0
"9175","Siganus guttatus",0,1,0,0
"9176","Siganus javus",0,1,0,0
"9177","Siganus lineatus",0,1,0,0
"9178","Siganus luridus",0,1,0,0
"9179","Siganus punctatissimus",0,1,0,0
"9180","Siganus punctatus",0,1,0,0
"9181","Siganus rivulatus",0,1,0,0
"9182","Siganus spinus",0,1,0,0
"9183","Siganus stellatus",0,1,0,0
"9184","Siganus sutor",0,1,0,0
"9185","Siganus unimaculatus",0,1,0,0
"9186","Siganus vermiculatus",0,1,0,0
"9187","Siganus virgatus",0,1,0,0
"9188","Siganus vulpinus",0,1,0,0
"9189","Siganus woodlandi",0,1,0,0
"9190","Sigmops bathyphilus",0,1,0,0
"9191","Sigmops ebelingi",0,1,0,0
"9192","Sigmops elongatus",0,1,0,0
"9193","Sigmops gracilis",0,1,0,1
"9194","Sigmops longipinnis",0,1,0,0
"9195","Signigobius biocellatus",0,1,0,0
"9196","Sikukia flavicaudata",0,1,0,0
"9197","Sikukia gudgeri",0,1,0,0
"9198","Sillaginopodys chondropus",0,1,0,0
"9199","Sillaginops macrolepis",0,1,0,0
"9200","Sillaginopsis panijus",0,1,0,0
"9201","Sillago aeolus",0,1,0,0
"9202","Sillago asiatica",0,1,0,0
"9203","Sillago flindersi",0,1,0,0
"9204","Sillago ingenuua",0,1,0,0
"9205","Sillago japonica",0,1,0,0
"9206","Sillago lutea",0,1,0,0
"9207","Sillago nigrofasciata",0,1,0,0
"9208","Sillago parvisquamis",0,1,0,0
"9209","Sillago robusta",0,1,0,0
"9210","Sillago schomburgkii",0,1,0,0
"9211","Sillago shaoi",0,1,0,0
"9212","Sillago sihama",0,1,0,0
"9213","Sillago sinica",0,1,0,0
"9214","Sillago vincenti",0,1,0,0
"9215","Silurus asotus",0,1,0,0
"9216","Silurus biwaensis",0,1,0,0
"9217","Silurus glanis",0,1,0,0
"9218","Silurus lithophilus",0,1,0,0
"9219","Silurus meridionalis",0,1,0,0
"9220","Silurus microdorsalis",0,1,0,0
"9221","Silurus tomodai",0,1,0,0
"9222","Silvinichthys bortayro",0,1,0,0
"9223","Silvinichthys mendozensis",0,1,0,0
"9224","Simenchelys parasitica",0,1,0,0
"9225","Similiparma lurida",0,1,0,0
"9226","Simochromis diagramma",0,1,0,0
"9227","Sineleotris chalmersi",0,1,0,0
"9228","Sineleotris saccharae",0,1,0,0
"9229","Sinibotia pulchra",0,1,0,0
"9230","Sinibotia robusta",0,1,0,0
"9231","Sinibrama macrops",0,1,0,0
"9232","Sinibrama melrosei",0,1,0,0
"9233","Sinibrama taeniatus",0,1,0,0
"9234","Sinibrama wui",0,1,0,0
"9235","Siniperca chuatsi",0,1,0,0
"9236","Siniperca fortis",0,1,0,0
"9237","Siniperca knerii",0,1,0,0
"9238","Siniperca obscura",0,1,0,0
"9239","Siniperca roulei",0,1,0,0
"9240","Siniperca scherzeri",0,1,0,0
"9241","Siniperca undulata",0,1,0,0
"9242","Sinorhodeus microlepis",0,1,0,0
"9243","Sio nordenskjoldii",0,1,0,0
"9244","Siokunichthys nigrolineatus",0,1,0,0
"9245","Siphamia argentea",0,1,0,0
"9246","Siphamia jebbi",0,1,0,0
"9247","Siphamia majimai",0,1,0,0
"9248","Siphamia roseigaster",0,1,0,0
"9249","Siphamia senoui",0,1,0,0
"9250","Siphamia tubifer",0,1,0,0
"9251","Siphamia tubulata",0,1,0,0
"9252","Siphateles bicolor",0,1,0,0
"9253","Sirembo imberbis",0,1,0,0
"9254","Sirembo jerdoni",0,1,0,0
"9255","Sirembo metachroma",0,1,0,0
"9256","Sisor rabdophorus",0,1,0,0
"9257","Sladenia zhui",0,1,0,0
"9258","Smilosicyopus leprurus",0,1,0,0
"9259","Snyderidia canina",0,1,0,0
"9260","Solea ovata",0,1,0,0
"9261","Solea senegalensis",0,1,0,0
"9262","Solea solea",0,1,0,0
"9263","Solegnathus dunckeri",0,1,0,0
"9264","Solegnathus hardwickii",0,1,0,0
"9265","Solegnathus lettiensis",0,1,0,0
"9266","Solegnathus spinosissimus",0,1,0,0
"9267","Soleichthys heterorhinos",0,1,0,0
"9268","Soleichthys oculofasciatus",0,1,0,0
"9269","Solenostomus cyanopterus",0,1,0,0
"9270","Solenostomus paradoxus",0,1,0,0
"9271","Solivomer arenidens",0,1,0,0
"9272","Solocisquama stellulata",0,1,0,0
"9273","Somniosus microcephalus",0,1,0,0
"9274","Somniosus pacificus",0,1,0,1
"9275","Somniosus rostratus",0,1,0,0
"9276","Sorubim cuspicaudus",0,1,0,0
"9277","Sorubim elongatus",0,1,0,0
"9278","Sorubim lima",0,1,0,0
"9279","Sorubim maniradii",0,1,0,0
"9280","Sorubimichthys planiceps",0,1,0,0
"9281","Sparidentex hasta",0,1,0,0
"9282","Sparisoma atomarium",0,1,0,0
"9283","Sparisoma aurofrenatum",0,1,0,0
"9284","Sparisoma chrysopterum",0,1,0,0
"9285","Sparisoma cretense",0,1,0,0
"9286","Sparisoma frondosum",0,1,0,0
"9287","Sparisoma radians",0,1,0,0
"9288","Sparisoma rocha",0,1,0,0
"9289","Sparisoma rubripinne",0,1,0,0
"9290","Sparisoma viride",0,1,0,0
"9291","Sparus aurata",0,1,0,0
"9292","Spathodus erythrodon",0,1,0,0
"9293","Spathodus marlieri",0,1,0,0
"9294","Spatuloricaria fimbriata",0,1,0,0
